5	0
5.01	0
5.02	0
5.03	0
5.04	0
5.05	0
5.06	0
5.07	0
5.08	0
5.09	0
5.1	0
5.11	0
5.12	0
5.13	0
5.14	0
5.15	0
5.16	0
5.17	0
5.18	0
5.19	0
5.2	0
5.21	0
5.22	0
5.23	0
5.24	0
5.25	0
5.26	0
5.27	0
5.28	0
5.29	0
5.3	0
5.31	0
5.32	0
5.33	0
5.34	0
5.35	0
5.36	0
5.37	0
5.38	0
5.39	0
5.4	0
5.41	0
5.42	0
5.43	0
5.44	0
5.45	0
5.46	0
5.47	0
5.48	0
5.49	0
5.5	0
5.51	0
5.52	0
5.53	0
5.54	0
5.55	0
5.56	0
5.57	0
5.58	0
5.59	0
5.6	0
5.61	0
5.62	0
5.63	0
5.64	0
5.65	0
5.66	0
5.67	0
5.68	0
5.69	0
5.7	0
5.71	0
5.72	0
5.73	0
5.74	0
5.75	0
5.76	0
5.77	0
5.78	0
5.79	0
5.8	0
5.81	0
5.82	0
5.83	0
5.84	0
5.85	0
5.86	0
5.87	0
5.88	0
5.89	0
5.9	0
5.91	0
5.92	0
5.93	0
5.94	0
5.95	0
5.96	0
5.97	0
5.98	0
5.99	0
6	0
6.01	0
6.02	0
6.03	0
6.04	0
6.05	0
6.06	0
6.07	0
6.08	0
6.09	0
6.1	0
6.11	0
6.12	0
6.13	0
6.14	0
6.15	0
6.16	0
6.17	0
6.18	0
6.19	0
6.2	0
6.21	0
6.22	0
6.23	0
6.24	0
6.25	0
6.26	0
6.27	0
6.28	0
6.29	0
6.3	0
6.31	0
6.32	0
6.33	0
6.34	0
6.35	0
6.36	0
6.37	0
6.38	0
6.39	0
6.4	0
6.41	0
6.42	0
6.43	0
6.44	0
6.45	0
6.46	0
6.47	0
6.48	0
6.49	0
6.5	0
6.51	0
6.52	0
6.53	0
6.54	0
6.55	0
6.56	0
6.57	0
6.58	0
6.59	0
6.6	0
6.61	0
6.62	0
6.63	0
6.64	0
6.65	0
6.66	0
6.67	0
6.68	0
6.69	0
6.7	0
6.71	0
6.72	0
6.73	0
6.74	0
6.75	0
6.76	0
6.77	0
6.78	0
6.79	0
6.8	0
6.81	0
6.82	0
6.83	0
6.84	0
6.85	0
6.86	0
6.87	0
6.88	0
6.89	0
6.9	0
6.91	0
6.92	0
6.93	0
6.94	0
6.95	0
6.96	0
6.97	0
6.98	0
6.99	0
7	0
7.01	0
7.02	0
7.03	0
7.04	0
7.05	0
7.06	0
7.07	0
7.08	0
7.09	0
7.1	0
7.11	0
7.12	0
7.13	0
7.14	0
7.15	0
7.16	0
7.17	0
7.18	0
7.19	0
7.2	0
7.21	0
7.22	0
7.23	0
7.24	0
7.25	0
7.26	0
7.27	0
7.28	0
7.29	0
7.3	0
7.31	0
7.32	0
7.33	0
7.34	0
7.35	0
7.36	0
7.37	0
7.38	0
7.39	0
7.4	0
7.41	0
7.42	0
7.43	0
7.44	0
7.45	0
7.46	0
7.47	0
7.48	0
7.49	0
7.5	0
7.51	0
7.52	0
7.53	0
7.54	0
7.55	0
7.56	0
7.57	0
7.58	0
7.59	0
7.6	0
7.61	0
7.62	0
7.63	0
7.64	0
7.65	0
7.66	0
7.67	0
7.68	0
7.69	0
7.7	0
7.71	0
7.72	0
7.73	0
7.74	0
7.75	0
7.76	0
7.77	0
7.78	0
7.79	0
7.8	0
7.81	0
7.82	0
7.83	0
7.84	0
7.85	0
7.86	0
7.87	0
7.88	0
7.89	0
7.9	0
7.91	0
7.92	0
7.93	0
7.94	0
7.95	0
7.96	0
7.97	0
7.98	0
7.99	0
8	1
8.01	1
8.02	1
8.03	1
8.04	1
8.05	1
8.06	1
8.07	1
8.08	1
8.09	1
8.1	1
8.11	1
8.12	1
8.13	1
8.14	1
8.15	1
8.16	1
8.17	1
8.18	1
8.19	1
8.2	1
8.21	1
8.22	1
8.23	1
8.24	1
8.25	1
8.26	1
8.27	1
8.28	1
8.29	1
8.3	1
8.31	1
8.32	1
8.33	1
8.34	1
8.35	1
8.36	1
8.37	1
8.38	1
8.39	1
8.4	1
8.41	1
8.42	1
8.43	1
8.44	1
8.45	1
8.46	1
8.47	1
8.48	1
8.49	1
8.5	1
8.51	1
8.52	1
8.53	1
8.54	1
8.55	1
8.56	1
8.57	1
8.58	1
8.59	1
8.6	1
8.61	1
8.62	1
8.63	1
8.64	1
8.65	1
8.66	1
8.67	1
8.68	1
8.69	1
8.7	1
8.71	1
8.72	1
8.73	1
8.74	1
8.75	1
8.76	1
8.77	1
8.78	1
8.79	1
8.8	1
8.81	1
8.82	1
8.83	1
8.84	1
8.85	1
8.86	1
8.87	1
8.88	1
8.89	1
8.9	1
8.91	1
8.92	1
8.93	1
8.94	1
8.95	1
8.96	1
8.97	1
8.98	1
8.99	1
9	1
9.01	1
9.02	1
9.03	1
9.04	1
9.05	1
9.06	1
9.07	1
9.08	1
9.09	1
9.1	1
9.11	1
9.12	1
9.13	1
9.14	1
9.15	1
9.16	1
9.17	1
9.18	1
9.19	1
9.2	1
9.21	1
9.22	1
9.23	1
9.24	1
9.25	1
9.26	1
9.27	1
9.28	1
9.29	1
9.3	1
9.31	1
9.32	1
9.33	1
9.34	1
9.35	1
9.36	1
9.37	1
9.38	1
9.39	1
9.4	1
9.41	1
9.42	1
9.43	1
9.44	1
9.45	1
9.46	1
9.47	1
9.48	1
9.49	1
9.5	1
9.51	1
9.52	1
9.53	1
9.54	1
9.55	1
9.56	1
9.57	1
9.58	1
9.59	1
9.6	1
9.61	1
9.62	1
9.63	1
9.64	1
9.65	1
9.66	1
9.67	1
9.68	1
9.69	1
9.7	1
9.71	1
9.72	1
9.73	1
9.74	1
9.75	1
9.76	1
9.77	1
9.78	1
9.79	1
9.8	1
9.81	1
9.82	1
9.83	1
9.84	1
9.85	1
9.86	1
9.87	1
9.88	1
9.89	1
9.9	1
9.91	1
9.92	1
9.93	1
9.94	1
9.95	1
9.96	1
9.97	1
9.98	1
9.99	1
10	1
10.01	1
10.02	1
10.03	1
10.04	1
10.05	1
10.06	1
10.07	1
10.08	1
10.09	1
10.1	1
10.11	1
10.12	1
10.13	1
10.14	1
10.15	1
10.16	1
10.17	1
10.18	1
10.19	1
10.2	1
10.21	1
10.22	1
10.23	1
10.24	1
10.25	1
10.26	1
10.27	1
10.28	1
10.29	1
10.3	1
10.31	1
10.32	1
10.33	1
10.34	1
10.35	1
10.36	1
10.37	1
10.38	1
10.39	1
10.4	1
10.41	1
10.42	1
10.43	1
10.44	1
10.45	1
10.46	1
10.47	1
10.48	1
10.49	1
10.5	1
10.51	1
10.52	1
10.53	1
10.54	1
10.55	1
10.56	1
10.57	1
10.58	1
10.59	1
10.6	1
10.61	1
10.62	1
10.63	1
10.64	1
10.65	1
10.66	1
10.67	1
10.68	1
10.69	1
10.7	1
10.71	1
10.72	1
10.73	1
10.74	1
10.75	1
10.76	1
10.77	1
10.78	1
10.79	1
10.8	1
10.81	1
10.82	1
10.83	1
10.84	1
10.85	1
10.86	1
10.87	1
10.88	1
10.89	1
10.9	1
10.91	1
10.92	1
10.93	1
10.94	1
10.95	1
10.96	1
10.97	1
10.98	1
10.99	1
11	1
11.01	1
11.02	1
11.03	1
11.04	1
11.05	1
11.06	1
11.07	1
11.08	1
11.09	1
11.1	1
11.11	1
11.12	1
11.13	1
11.14	1
11.15	1
11.16	1
11.17	1
11.18	1
11.19	1
11.2	1
11.21	1
11.22	1
11.23	1
11.24	1
11.25	1
11.26	1
11.27	1
11.28	1
11.29	1
11.3	1
11.31	1
11.32	1
11.33	1
11.34	1
11.35	1
11.36	1
11.37	1
11.38	1
11.39	1
11.4	1
11.41	1
11.42	1
11.43	1
11.44	1
11.45	1
11.46	1
11.47	1
11.48	1
11.49	1
11.5	1
11.51	1
11.52	1
11.53	1
11.54	1
11.55	1
11.56	1
11.57	1
11.58	1
11.59	1
11.6	1
11.61	1
11.62	1
11.63	1
11.64	1
11.65	1
11.66	1
11.67	1
11.68	1
11.69	1
11.7	1
11.71	1
11.72	1
11.73	1
11.74	1
11.75	1
11.76	1
11.77	1
11.78	1
11.79	1
11.8	1
11.81	1
11.82	1
11.83	1
11.84	1
11.85	1
11.86	1
11.87	1
11.88	1
11.89	1
11.9	1
11.91	1
11.92	1
11.93	1
11.94	1
11.95	1
11.96	1
11.97	1
11.98	1
11.99	1
12	1
12.01	1
12.02	1
12.03	1
12.04	1
12.05	1
12.06	1
12.07	1
12.08	1
12.09	1
12.1	1
12.11	1
12.12	1
12.13	1
12.14	1
12.15	1
12.16	1
12.17	1
12.18	1
12.19	1
12.2	1
12.21	1
12.22	1
12.23	1
12.24	1
12.25	1
12.26	1
12.27	1
12.28	1
12.29	1
12.3	1
12.31	1
12.32	1
12.33	1
12.34	1
12.35	1
12.36	1
12.37	1
12.38	1
12.39	1
12.4	1
12.41	1
12.42	1
12.43	1
12.44	1
12.45	1
12.46	1
12.47	1
12.48	1
12.49	1
12.5	1
12.51	1
12.52	1
12.53	1
12.54	1
12.55	1
12.56	1
12.57	1
12.58	1
12.59	1
12.6	1
12.61	1
12.62	1
12.63	1
12.64	1
12.65	1
12.66	1
12.67	1
12.68	1
12.69	1
12.7	1
12.71	1
12.72	1
12.73	1
12.74	1
12.75	1
12.76	1
12.77	1
12.78	1
12.79	1
12.8	1
12.81	1
12.82	1
12.83	1
12.84	1
12.85	1
12.86	1
12.87	1
12.88	1
12.89	1
12.9	1
12.91	1
12.92	1
12.93	1
12.94	1
12.95	1
12.96	1
12.97	1
12.98	1
12.99	1
13	1
13.01	0
13.02	0
13.03	0
13.04	0
13.05	0
13.06	0
13.07	0
13.08	0
13.09	0
13.1	0
13.11	0
13.12	0
13.13	0
13.14	0
13.15	0
13.16	0
13.17	0
13.18	0
13.19	0
13.2	0
13.21	0
13.22	0
13.23	0
13.24	0
13.25	0
13.26	0
13.27	0
13.28	0
13.29	0
13.3	0
13.31	0
13.32	0
13.33	0
13.34	0
13.35	0
13.36	0
13.37	0
13.38	0
13.39	0
13.4	0
13.41	0
13.42	0
13.43	0
13.44	0
13.45	0
13.46	0
13.47	0
13.48	0
13.49	0
13.5	0
13.51	0
13.52	0
13.53	0
13.54	0
13.55	0
13.56	0
